event;venue;year;month;event_type;organizer;result;country;crew;boat_type;distance;age_category;gender;race_number;lane_number;stage;all comers;comment
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.297;Germany;National Team;10;200;premier;open;237;3;rep 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.319;Chinese Taipei;National Team;20;200;senior B;open;252;6;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.323;United States;National Team;20;200;senior B;mixed;178;2;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.338;Japan;National Team;10;200;premier;open;272;1;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.346;New Zealand;National Team;20;200;premier;mixed;140;2;heat 4;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.366;Hungary;National Team;10;200;premier;open;272;2;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.374;Hungary;National Team;10;200;premier;open;257;6;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.410;Chinese Taipei;National Team;20;200;senior B;open;193;5;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.485;Japan;National Team;20;200;premier;mixed;157;3;rep 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.517;Great Britain;National Team;20;200;premier;mixed;186;4;plate final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.518;Canada;National Team;20;200;junior A;mixed;155;2;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.542;Cambodia;National Team;10;200;premier;open;238;3;rep 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.556;Switzerland;National Team;20;200;premier;mixed;187;6;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.558;Indonesia;National Team;10;200;premier;open;220;4;heat 4;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.565;Ukraine;National Team;20;200;senior A;mixed;150;2;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.612;Ukraine;National Team;20;200;senior A;mixed;165;2;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.650;Philippines;National Team;20;200;premier;women;269;1;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.655;Great Britain;National Team;20;200;premier;mixed;158;3;rep 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.720;Hungary;National Team;10;200;premier;open;238;2;rep 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.752;New Zealand;National Team;20;200;premier;mixed;157;4;rep 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.806;Thailand;National Team;10;200;senior A;open;204;1;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.813;Ukraine;National Team;10;200;senior A;open;204;3;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.818;Great Britain;National Team;10;200;premier;open;257;5;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.833;Hong Kong;National Team;10;200;premier;open;271;3;tail 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.862;Thailand;National Team;10;200;junior A;open;211;5;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.871;Myanmar;National Team;10;200;u24;open;208;5;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.897;Germany;National Team;20;200;senior A;mixed;165;4;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.955;United States;National Team;20;200;senior C;mixed;143;3;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:49.955;Hong Kong;National Team;20;200;premier;mixed;138;4;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.050;United States;National Team;20;200;senior B;mixed;145;4;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.052;Great Britain;National Team;10;200;premier;open;272;5;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.090;New Zealand;National Team;20;200;premier;mixed;176;6;semi 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.101;Hong Kong;National Team;20;200;premier;mixed;176;1;semi 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.117;United States;National Team;20;200;senior B;mixed;163;3;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.192;Thailand;National Team;20;200;u24;women;236;5;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.221;Thailand;National Team;20;200;junior A;women;202;1;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.222;Myanmar;National Team;10;200;u24;open;241;2;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.223;United States;National Team;20;200;senior A;women;236;1;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.355;Australia;National Team;20;200;junior A;mixed;155;3;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.358;Australia;National Team;20;200;senior C;mixed;143;1;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.360;Japan;National Team;10;200;premier;open;258;6;semi 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.367;New Zealand;National Team;20;200;premier;women;216;5;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.390;Japan;National Team;10;200;premier;open;237;4;rep 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.399;Germany;National Team;20;200;senior B;mixed;178;5;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.455;Australia;National Team;10;200;senior A;open;264;5;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.458;Thailand;National Team;10;200;junior A;open;244;2;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.463;United States;National Team;20;200;senior A;women;205;3;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.487;Philippines;National Team;10;200;premier;open;258;5;semi 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.515;Japan;National Team;10;200;premier;open;217;1;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.534;Canada;National Team;20;200;senior C;mixed;161;1;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.547;Germany;National Team;20;200;senior B;mixed;163;2;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.564;Thailand;National Team;20;200;junior A;women;233;2;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.567;Philippines;National Team;10;200;senior A;open;203;6;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.567;Thailand;National Team;20;200;u24;women;205;6;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.573;New Zealand;National Team;20;200;premier;women;247;3;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.599;New Zealand;National Team;20;200;premier;women;269;6;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.628;Singapore;National Team;10;200;premier;open;270;3;tail 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.628;United States;National Team;20;200;senior C;mixed;161;4;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.663;Singapore;National Team;10;200;premier;open;237;2;rep 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.681;Hong Kong;National Team;20;200;premier;mixed;186;5;plate final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.688;Canada;National Team;20;200;senior C;mixed;143;2;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.775;United States;National Team;20;200;junior A;mixed;155;4;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.780;Hong Kong;National Team;20;200;premier;mixed;158;4;rep 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.795;Thailand;National Team;10;200;premier;mixed;173;3;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.858;Great Britain;National Team;10;200;premier;open;220;2;heat 4;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.862;Hong Kong;National Team;10;200;premier;open;238;4;rep 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.872;New Zealand;National Team;20;200;senior B;mixed;146;2;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.889;Philippines;National Team;20;200;premier;women;248;3;semi 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.902;Germany;National Team;20;200;senior B;mixed;145;2;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.924;Philippines;National Team;20;200;premier;women;215;1;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.945;Canada;National Team;20;200;junior A;mixed;169;1;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.949;Hong Kong;National Team;20;200;senior A;mixed;150;4;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.959;Australia;National Team;20;200;senior B;women;227;1;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.980;Hong Kong;National Team;10;200;premier;open;220;3;heat 4;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:50.998;Australia;National Team;20;200;senior C;mixed;161;3;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.023;Singapore;National Team;10;200;premier;open;217;4;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.121;Philippines;National Team;10;200;premier;open;219;5;heat 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.207;Great Britain;National Team;20;200;premier;women;247;4;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.221;Canada;National Team;10;200;u24;mixed;168;3;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.235;Great Britain;National Team;20;200;premier;women;215;4;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.244;United States;National Team;20;200;junior A;mixed;169;2;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.317;Sweden;National Team;10;200;premier;open;270;2;tail 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.321;Canada;National Team;10;200;premier;mixed;173;2;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.331;Switzerland;National Team;10;200;premier;open;237;1;rep 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.371;Germany;National Team;20;200;senior A;women;236;3;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.417;Japan;National Team;20;200;senior A;mixed;165;1;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.421;Hungary;National Team;10;200;premier;open;220;5;heat 4;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.423;Australia;National Team;20;200;junior A;mixed;169;4;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.432;Great Britain;National Team;20;200;senior B;mixed;146;4;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.448;Great Britain;National Team;20;200;senior B;mixed;163;5;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.456;Hong Kong;National Team;20;200;senior A;mixed;181;4;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.509;Switzerland;National Team;10;200;premier;open;270;4;tail 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.532;New Zealand;National Team;20;200;senior B;mixed;163;4;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.604;Russia;National Team;20;200;premier;mixed;139;1;heat 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.611;Japan;National Team;20;200;senior A;mixed;181;3;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.640;Australia;National Team;10;200;senior A;open;203;3;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.655;Canada;National Team;10;200;u24;mixed;154;6;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.696;Australia;National Team;10;200;premier;open;271;4;tail 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.697;Chinese Taipei;National Team;20;200;premier;women;215;5;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.700;Hong Kong;National Team;10;200;u24;open;241;5;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.708;Germany;National Team;20;200;senior A;women;205;4;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.751;Thailand;National Team;10;200;u24;mixed;154;3;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.774;Thailand;National Team;10;200;junior B;open;209;4;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.792;IDBF;National Team;10;200;senior A;open;263;3;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.799;Australia;National Team;10;200;senior B;open;256;3;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.823;Australia;National Team;10;200;premier;open;219;4;heat 3;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.835;Myanmar;National Team;10;200;premier;mixed;173;4;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.860;New Zealand;National Team;20;200;senior B;mixed;177;4;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.862;Canada;National Team;20;200;senior B;women;227;2;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.947;Great Britain;National Team;20;200;premier;women;268;3;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.977;Russia;National Team;20;200;premier;mixed;157;2;rep 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:51.978;Australia;National Team;10;200;senior A;open;234;3;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.008;Great Britain;National Team;20;200;senior B;mixed;177;3;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.023;Hong Kong;National Team;20;200;senior A;mixed;165;5;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.027;Hong Kong;National Team;10;200;u24;open;208;4;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.062;Russia;National Team;20;200;premier;mixed;174;6;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.069;Germany;National Team;20;200;senior C;mixed;143;4;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.094;Australia;National Team;20;200;junior A;women;233;1;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.105;Thailand;National Team;10;200;premier;women;267;2;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.126;Malaysia;National Team;10;200;senior A;open;264;1;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.129;Thailand;National Team;10;200;junior B;open;242;2;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.159;Great Britain;National Team;10;200;senior A;open;263;4;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.168;Myanmar;National Team;10;200;premier;mixed;142;5;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.207;United States;National Team;20;200;premier;women;216;4;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.214;Japan;National Team;20;200;senior A;mixed;150;5;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.217;China;National Team;10;200;premier;women;267;3;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.263;Thailand;National Team;10;200;premier;mixed;141;3;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.358;Czech Republic;National Team;10;200;senior A;open;234;4;semi 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.394;Canada;National Team;10;200;premier;mixed;141;4;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.397;Chinese Taipei;National Team;20;200;premier;women;248;4;semi 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.422;China;National Team;10;200;premier;mixed;173;6;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.460;Australia;National Team;20;200;junior B;mixed;153;5;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.476;Hungary;National Team;10;200;junior A;open;211;3;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.484;Macau;National Team;20;200;premier;women;215;2;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.503;Philippines;National Team;10;200;premier;open;272;6;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.579;Spain;National Team;20;200;premier;mixed;158;2;rep 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.582;Australia;National Team;10;200;u24;open;241;4;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.592;Australia;National Team;10;200;premier;open;237;5;rep 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.603;Spain;National Team;20;200;premier;mixed;175;6;semi 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.622;Thailand;National Team;10;200;u24;mixed;168;5;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.622;Canada;National Team;20;200;senior B;women;191;3;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.637;Myanmar;National Team;10;200;u24;mixed;154;2;round 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.652;Sweden;National Team;10;200;premier;open;218;2;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.710;Russia;National Team;10;200;senior B;open;256;4;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.716;Canada;National Team;10;200;senior A;mixed;184;3;grand final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.722;Italy;National Team;10;200;premier;mixed;160;3;semi 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.741;Malaysia;National Team;10;200;senior A;open;203;1;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.743;China;National Team;10;200;premier;mixed;142;3;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.746;Chinese Taipei;National Team;20;200;premier;women;268;4;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.767;Macau;National Team;20;200;premier;women;268;2;minor final;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.781;Czech Republic;National Team;10;200;senior A;open;203;2;heat 1;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.795;Macau;National Team;20;200;premier;women;248;2;semi 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.828;Canada;National Team;20;200;junior A;women;233;3;round 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.846;Sweden;National Team;10;200;premier;open;238;5;rep 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.856;Great Britain;National Team;10;200;senior A;open;204;2;heat 2;;
201908_thailand_pattaya;Thailand - Pattaya;2019;8;WDBRC;IDBF;00:52.859;Australia;National Team;20;200;senior B;women;191;2;round 1;;
